,id,value,location,sample_date,measure,Month,Day,MonthName,Year,year
10702,96852,17.52,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
10733,97645,40.94,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
10763,98434,35.5,Boonsri,2000-05-12,Lead,2,6,May,2000,2000
10793,103981,29.65,Kohsoom,2000-05-14,Lead,2,6,May,2000,2000
10825,104788,25.67,Chai,2000-05-19,Lead,2,6,May,2000,2000
10857,105592,16.28,Chai,2000-05-19,Lead,2,6,May,2000,2000
10889,106384,15.53,Chai,2000-05-19,Lead,2,6,May,2000,2000
10921,107174,30.52,Somchair,2000-05-20,Lead,2,6,May,2000,2000
10953,113216,24.43,Sakda,2000-05-26,Lead,2,6,May,2000,2000
10985,114017,18.52,Sakda,2000-05-26,Lead,2,6,May,2000,2000
11017,114811,30.8,Sakda,2000-05-26,Lead,2,6,May,2000,2000
11049,107982,33.76,Busarakhan,2000-05-27,Lead,2,6,May,2000,2000
11081,110818,16.24,Kannika,2000-05-27,Lead,2,6,May,2000,2000
11113,111619,16.33,Kannika,2000-05-27,Lead,2,6,May,2000,2000
11145,112415,16.33,Kannika,2000-05-27,Lead,2,6,May,2000,2000
11177,96889,17.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
11210,97681,24.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
11243,98470,20.0,Boonsri,2000-06-09,Lead,2,6,June,2000,2000
11276,113254,21.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
11306,114055,15.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
11336,114849,18.0,Sakda,2000-06-24,Lead,2,6,June,2000,2000
11366,110856,25.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
11396,111657,18.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
11426,112453,15.0,Kannika,2000-06-25,Lead,2,6,June,2000,2000
11456,108020,20.0,Busarakhan,2000-06-26,Lead,2,6,June,2000,2000
11486,107212,50.05,Somchair,2000-06-27,Lead,2,6,June,2000,2000
11516,104826,27.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
11546,105630,26.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
11578,106422,31.0,Chai,2000-06-28,Lead,2,6,June,2000,2000
11610,104019,39.0,Kohsoom,2000-06-29,Lead,2,6,June,2000,2000
11642,96928,18.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
11671,97720,22.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
11700,98509,18.0,Boonsri,2000-07-14,Lead,2,7,July,2000,2000
11714,104037,24.32,Kohsoom,2000-07-15,Lead,2,7,July,2000,2000
11720,104842,20.9,Chai,2000-07-15,Lead,2,7,July,2000,2000
11726,107228,22.2,Somchair,2000-07-15,Lead,2,7,July,2000,2000
11732,108036,20.2,Busarakhan,2000-07-15,Lead,2,7,July,2000,2000
11738,112469,46.22,Kannika,2000-07-15,Lead,2,7,July,2000,2000
11744,114865,35.64,Sakda,2000-07-15,Lead,2,7,July,2000,2000
11765,104063,39.05,Kohsoom,2000-07-16,Lead,2,7,July,2000,2000
11794,104867,34.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
11822,105668,20.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
11848,106459,26.0,Chai,2000-07-21,Lead,2,7,July,2000,2000
11876,107254,30.0,Somchair,2000-07-27,Lead,2,7,July,2000,2000
11904,108062,24.0,Busarakhan,2000-07-28,Lead,2,7,July,2000,2000
11932,110891,20.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
11961,111693,16.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
11990,112494,32.0,Kannika,2000-07-28,Lead,2,7,July,2000,2000
12019,113289,23.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
12048,114091,30.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
12077,114890,17.0,Sakda,2000-07-29,Lead,2,7,July,2000,2000
12091,104078,12.0,Kohsoom,2000-08-15,Lead,2,7,August,2000,2000
12097,104883,91.0,Chai,2000-08-15,Lead,2,7,August,2000,2000
12103,107268,30.0,Somchair,2000-08-15,Lead,2,7,August,2000,2000
12109,108076,17.0,Busarakhan,2000-08-15,Lead,2,7,August,2000,2000
12115,110906,12.0,Kannika,2000-08-15,Lead,2,7,August,2000,2000
12121,113304,10.5,Sakda,2000-08-15,Lead,2,7,August,2000,2000
12142,96963,82.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
12171,97755,31.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
12200,98544,17.0,Boonsri,2000-08-17,Lead,2,7,August,2000,2000
12229,104104,96.0,Kohsoom,2000-08-25,Lead,2,7,August,2000,2000
12259,104909,58.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
12288,105700,49.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
12317,106491,25.0,Chai,2000-08-26,Lead,2,7,August,2000,2000
12347,107294,93.0,Somchair,2000-08-27,Lead,2,7,August,2000,2000
12375,108102,51.0,Busarakhan,2000-08-28,Lead,2,7,August,2000,2000
12405,110932,38.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
12434,111728,42.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
12463,112529,36.0,Kannika,2000-08-28,Lead,2,7,August,2000,2000
12492,113330,39.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
12521,114126,45.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
12550,114925,47.0,Sakda,2000-08-29,Lead,2,7,August,2000,2000
12579,96997,19.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
12607,97790,62.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
12635,98578,37.0,Boonsri,2000-09-08,Lead,2,7,September,2000,2000
12663,104140,33.0,Kohsoom,2000-09-10,Lead,2,7,September,2000,2000
12692,113365,12.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
12720,114160,25.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
12748,114959,47.0,Sakda,2000-09-21,Lead,2,7,September,2000,2000
12776,104943,51.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
12805,105735,40.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
12834,106526,10.0,Chai,2000-09-23,Lead,2,7,September,2000,2000
12860,110966,15.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
12888,111763,12.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
12917,112563,11.0,Kannika,2000-09-23,Lead,2,7,September,2000,2000
12945,107328,12.0,Somchair,2000-09-24,Lead,2,7,September,2000,2000
12974,108138,38.0,Busarakhan,2000-09-24,Lead,2,7,September,2000,2000
13003,97031,13.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
13032,97824,11.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
13061,98612,15.0,Boonsri,2000-10-06,Lead,2,7,October,2000,2000
13090,104175,16.0,Kohsoom,2000-10-15,Lead,2,7,October,2000,2000
13119,104978,20.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
13148,105770,18.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
13177,106558,23.0,Chai,2000-10-16,Lead,2,7,October,2000,2000
13205,107363,27.0,Somchair,2000-10-17,Lead,2,7,October,2000,2000
13234,108173,66.0,Busarakhan,2000-10-18,Lead,2,7,October,2000,2000
13262,111000,22.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
13292,111798,28.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
13321,112597,16.0,Kannika,2000-10-18,Lead,2,7,October,2000,2000
13350,113399,20.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
13379,114194,33.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
13408,114993,11.0,Sakda,2000-10-19,Lead,2,7,October,2000,2000
13437,97066,16.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
13465,97859,14.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
13492,98647,20.0,Boonsri,2000-11-10,Lead,2,7,November,2000,2000
13519,104209,17.0,Kohsoom,2000-11-12,Lead,2,7,November,2000,2000
13547,105013,15.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
13575,105805,10.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
13603,106592,18.0,Chai,2000-11-18,Lead,2,7,November,2000,2000
13630,107398,18.0,Somchair,2000-11-23,Lead,2,7,November,2000,2000
13658,113434,17.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
13686,114229,6.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
13714,115028,14.0,Sakda,2000-11-23,Lead,2,7,November,2000,2000
13742,108207,15.0,Busarakhan,2000-11-24,Lead,2,7,November,2000,2000
13769,111036,9.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
13797,111833,19.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
13825,112632,14.0,Kannika,2000-11-25,Lead,2,7,November,2000,2000
13853,105047,15.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
13881,105839,13.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
13909,106625,24.0,Chai,2000-12-03,Lead,2,7,December,2000,2000
13937,107432,41.0,Somchair,2000-12-04,Lead,2,7,December,2000,2000
13965,108240,18.0,Busarakhan,2000-12-04,Lead,2,7,December,2000,2000
13993,97100,12.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
14021,97892,20.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
14049,98680,13.0,Boonsri,2000-12-08,Lead,2,7,December,2000,2000
14077,104243,16.0,Kohsoom,2000-12-10,Lead,2,7,December,2000,2000
14106,111070,15.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
14134,111867,13.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
14162,112666,12.0,Kannika,2000-12-30,Lead,2,7,December,2000,2000
14190,113468,14.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
14218,114263,19.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
14246,115062,13.0,Sakda,2000-12-30,Lead,2,7,December,2000,2000
14274,166047,3.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
14303,166766,3.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
14332,167482,7.0,Chai,2001-01-16,Lead,2,7,January,2001,2001
14361,168198,5.0,Somchair,2001-01-17,Lead,2,7,January,2001,2001
14388,168905,2.0,Busarakhan,2001-01-17,Lead,2,7,January,2001,2001
14473,173723,3.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
14503,174469,3.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
14533,175215,4.0,Sakda,2001-01-25,Lead,2,7,January,2001,2001
14563,171494,3.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
14593,172238,3.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
14623,172981,2.0,Kannika,2001-01-27,Lead,2,7,January,2001,2001
14653,165294,3.0,Kohsoom,2001-01-28,Lead,2,7,January,2001,2001
14684,166081,3.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
14716,166800,3.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
14748,167516,8.0,Chai,2001-02-17,Lead,2,7,February,2001,2001
14780,165330,3.0,Kohsoom,2001-02-18,Lead,2,7,February,2001,2001
14811,168230,4.0,Somchair,2001-02-18,Lead,2,7,February,2001,2001
14843,168938,2.0,Busarakhan,2001-02-18,Lead,2,7,February,2001,2001
14875,173758,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
14907,174504,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
14939,175250,3.0,Sakda,2001-02-22,Lead,2,7,February,2001,2001
14971,171529,2.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
15003,172273,3.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
15035,173016,4.0,Kannika,2001-02-24,Lead,2,7,February,2001,2001
15124,165366,2.0,Kohsoom,2001-03-18,Lead,2,7,March,2001,2001
15153,173795,2.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
15185,174541,3.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
15217,175287,2.0,Sakda,2001-03-22,Lead,2,7,March,2001,2001
15249,171566,5.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
15281,172310,2.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
15313,173053,2.0,Kannika,2001-03-25,Lead,2,7,March,2001,2001
15345,166118,3.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
15377,166837,4.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
15409,167553,2.0,Chai,2001-03-31,Lead,2,8,March,2001,2001
15441,168267,2.0,Somchair,2001-03-31,Lead,2,8,March,2001,2001
15473,168975,2.0,Busarakhan,2001-03-31,Lead,2,8,March,2001,2001
15505,158862,15.0,Boonsri,2001-04-19,Lead,2,8,April,2001,2001
15562,160231,19.0,Boonsri,2001-04-19,Lead,2,8,April,2001,2001
15590,165400,20.0,Kohsoom,2001-04-27,Lead,2,8,April,2001,2001
15620,166155,5.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
15650,166874,15.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
15680,167590,6.0,Chai,2001-04-27,Lead,2,8,April,2001,2001
15710,168304,20.0,Somchair,2001-04-29,Lead,2,8,April,2001,2001
15741,169012,15.0,Busarakhan,2001-04-29,Lead,2,8,April,2001,2001
15771,171603,32.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
15801,172347,31.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
15831,173090,17.0,Kannika,2001-04-29,Lead,2,8,April,2001,2001
15861,173832,14.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
15891,174578,11.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
15921,175324,16.0,Sakda,2001-04-30,Lead,2,8,April,2001,2001
15951,158896,34.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
15980,159581,24.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
16006,160264,19.0,Boonsri,2001-05-04,Lead,2,8,May,2001,2001
16032,165435,14.0,Kohsoom,2001-05-13,Lead,2,8,May,2001,2001
16064,166190,38.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
16096,166909,12.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
16128,167625,13.0,Chai,2001-05-27,Lead,2,8,May,2001,2001
16159,171638,18.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
16191,172382,13.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
16223,173125,16.0,Kannika,2001-05-27,Lead,2,8,May,2001,2001
16255,173867,22.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
16287,174613,19.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
16319,175359,31.0,Sakda,2001-05-27,Lead,2,8,May,2001,2001
16351,168340,18.0,Somchair,2001-05-28,Lead,2,8,May,2001,2001
16383,169047,13.0,Busarakhan,2001-05-28,Lead,2,8,May,2001,2001
16415,158930,31.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
16447,159612,19.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
16479,160295,28.0,Boonsri,2001-06-06,Lead,2,8,June,2001,2001
16511,165472,30.0,Kohsoom,2001-06-19,Lead,2,8,June,2001,2001
16544,166227,15.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
16577,166946,25.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
16610,167661,61.0,Chai,2001-06-19,Lead,2,8,June,2001,2001
16643,168377,38.0,Somchair,2001-06-21,Lead,2,8,June,2001,2001
16675,169084,12.0,Busarakhan,2001-06-21,Lead,2,8,June,2001,2001
16707,171675,15.0,Kannika,2001-06-21,Lead,2,8,June,2001,2001
16739,172419,4.5,Kannika,2001-06-21,Lead,2,8,June,2001,2001
16769,173162,6.5,Kannika,2001-06-21,Lead,2,8,June,2001,2001
16801,173904,15.0,Sakda,2001-06-21,Lead,2,8,June,2001,2001
16834,174650,10.0,Sakda,2001-06-21,Lead,2,8,June,2001,2001
16866,175396,9.5,Sakda,2001-06-21,Lead,2,8,June,2001,2001
16899,166265,53.02,Chai,2001-07-07,Lead,2,8,July,2001,2001
16929,166984,56.25,Chai,2001-07-07,Lead,2,8,July,2001,2001
16958,167699,29.2,Chai,2001-07-07,Lead,2,8,July,2001,2001
16987,158967,21.23,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
17013,159649,26.43,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
17039,160332,81.24,Boonsri,2001-07-27,Lead,2,8,July,2001,2001
17067,165510,44.52,Kohsoom,2001-07-27,Lead,2,8,July,2001,2001
17096,171712,19.0,Kannika,2001-07-27,Lead,2,8,July,2001,2001
17123,172454,35.13,Kannika,2001-07-27,Lead,2,8,July,2001,2001
17151,173199,39.7,Kannika,2001-07-27,Lead,2,8,July,2001,2001
17178,173942,31.55,Sakda,2001-07-27,Lead,2,8,July,2001,2001
17206,174687,16.35,Sakda,2001-07-27,Lead,2,8,July,2001,2001
17233,175434,48.36,Sakda,2001-07-27,Lead,2,8,July,2001,2001
17259,168414,38.38,Somchair,2001-07-28,Lead,2,8,July,2001,2001
17287,169121,11.48,Busarakhan,2001-07-28,Lead,2,8,July,2001,2001
17313,158997,15.39,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
17344,159679,14.54,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
17374,160364,15.1,Boonsri,2001-08-04,Lead,2,8,August,2001,2001
17405,165543,41.46,Kohsoom,2001-08-26,Lead,2,8,August,2001,2001
17436,166299,19.59,Chai,2001-08-26,Lead,2,8,August,2001,2001
17468,167017,19.15,Chai,2001-08-26,Lead,2,8,August,2001,2001
17500,167733,17.59,Chai,2001-08-26,Lead,2,8,August,2001,2001
17531,168447,29.76,Somchair,2001-08-28,Lead,2,8,August,2001,2001
17561,169152,21.03,Busarakhan,2001-08-28,Lead,2,8,August,2001,2001
17592,171744,21.12,Kannika,2001-08-28,Lead,2,8,August,2001,2001
17622,172486,24.91,Kannika,2001-08-28,Lead,2,8,August,2001,2001
17652,173230,19.49,Kannika,2001-08-28,Lead,2,8,August,2001,2001
17681,173974,19.1,Sakda,2001-08-29,Lead,2,8,August,2001,2001
17712,174718,22.74,Sakda,2001-08-29,Lead,2,8,August,2001,2001
17743,175464,19.55,Sakda,2001-08-29,Lead,2,8,August,2001,2001
17772,159032,29.23,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
17799,159713,4.74,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
17826,160399,8.34,Boonsri,2001-09-14,Lead,2,8,September,2001,2001
17874,166335,3.32,Chai,2001-09-22,Lead,2,8,September,2001,2001
17903,167053,5.97,Chai,2001-09-22,Lead,2,8,September,2001,2001
17932,167768,5.84,Chai,2001-09-22,Lead,2,8,September,2001,2001
17983,169188,4.37,Busarakhan,2001-09-23,Lead,2,8,September,2001,2001
18012,171778,4.01,Kannika,2001-09-25,Lead,2,8,September,2001,2001
18040,172520,6.81,Kannika,2001-09-25,Lead,2,8,September,2001,2001
18068,173263,3.53,Kannika,2001-09-25,Lead,2,8,September,2001,2001
18096,174009,4.07,Sakda,2001-09-25,Lead,2,8,September,2001,2001
18124,174753,6.41,Sakda,2001-09-25,Lead,2,8,September,2001,2001
18152,175497,6.86,Sakda,2001-09-25,Lead,2,8,September,2001,2001
18180,159063,4.26,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
18205,159744,8.97,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
18229,160428,27.77,Boonsri,2001-10-12,Lead,2,8,October,2001,2001
18255,165604,5.67,Kohsoom,2001-10-14,Lead,2,8,October,2001,2001
18269,159075,63.56,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
18279,159757,17.47,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
18290,160441,32.14,Boonsri,2001-11-15,Lead,2,8,November,2001,2001
18302,165619,11.45,Kohsoom,2001-11-15,Lead,2,8,November,2001,2001
18615,159100,3.21,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
18642,159783,1.31,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
18669,160468,1.75,Boonsri,2001-12-07,Lead,2,8,December,2001,2001
18699,165649,1.61,Kohsoom,2001-12-09,Lead,2,8,December,2001,2001
19156,235408,12.28,Chai,2002-02-18,Lead,2,8,February,2002,2002
19176,236360,6.43,Chai,2002-02-18,Lead,2,8,February,2002,2002
19196,237302,8.83,Chai,2002-02-18,Lead,2,8,February,2002,2002
19306,235432,14.71,Chai,2002-03-16,Lead,2,8,March,2002,2002
19332,236384,7.94,Chai,2002-03-16,Lead,2,8,March,2002,2002
19357,237326,5.28,Chai,2002-03-16,Lead,2,8,March,2002,2002
19383,227461,3.55,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
19407,228372,12.97,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
19433,229227,13.39,Boonsri,2002-03-21,Lead,2,8,March,2002,2002
19463,234675,1.91,Kohsoom,2002-03-23,Lead,2,8,March,2002,2002
19492,241996,3.56,Kannika,2002-03-26,Lead,2,8,March,2002,2002
19517,242700,4.22,Kannika,2002-03-26,Lead,2,8,March,2002,2002
19542,243396,3.68,Kannika,2002-03-26,Lead,2,8,March,2002,2002
19567,244088,3.22,Sakda,2002-03-28,Lead,2,8,March,2002,2002
19593,244791,3.61,Sakda,2002-03-28,Lead,2,8,March,2002,2002
19619,245485,1.84,Sakda,2002-03-28,Lead,2,8,March,2002,2002
19644,238245,4.26,Somchair,2002-03-29,Lead,2,8,March,2002,2002
19670,238966,1.64,Busarakhan,2002-03-29,Lead,2,8,March,2002,2002
19696,235462,18.43,Chai,2002-03-31,Lead,2,8,March,2002,2002
19722,236413,13.35,Chai,2002-03-31,Lead,2,8,March,2002,2002
19748,237356,4.88,Chai,2002-03-31,Lead,2,8,March,2002,2002
19762,235476,1.1,Chai,2002-04-15,Lead,2,8,April,2002,2002
19770,236427,0.5,Chai,2002-04-15,Lead,2,8,April,2002,2002
19778,237370,0.89,Chai,2002-04-15,Lead,2,8,April,2002,2002
19798,238275,1.46,Somchair,2002-04-20,Lead,2,8,April,2002,2002
19823,238996,1.32,Busarakhan,2002-04-20,Lead,2,8,April,2002,2002
19847,227490,5.64,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
19873,228403,2.69,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
19900,229260,1.42,Boonsri,2002-04-25,Lead,2,8,April,2002,2002
19926,235500,1.13,Chai,2002-04-25,Lead,2,8,April,2002,2002
19949,236451,1.28,Chai,2002-04-25,Lead,2,8,April,2002,2002
19973,237394,1.67,Chai,2002-04-25,Lead,2,8,April,2002,2002
20000,234711,2.15,Kohsoom,2002-04-27,Lead,2,8,April,2002,2002
20027,242024,2.45,Kannika,2002-04-27,Lead,2,8,April,2002,2002
20050,242728,5.75,Kannika,2002-04-27,Lead,2,8,April,2002,2002
20074,243424,3.73,Kannika,2002-04-27,Lead,2,8,April,2002,2002
20098,244117,8.71,Sakda,2002-04-27,Lead,2,8,April,2002,2002
20123,244820,3.0,Sakda,2002-04-27,Lead,2,8,April,2002,2002
20146,245513,6.1,Sakda,2002-04-27,Lead,2,8,April,2002,2002
20171,227520,13.26,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
20197,228434,16.24,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
20222,229290,13.83,Boonsri,2002-05-09,Lead,2,8,May,2002,2002
20248,235527,14.59,Chai,2002-05-11,Lead,2,8,May,2002,2002
20274,236479,15.39,Chai,2002-05-11,Lead,2,8,May,2002,2002
20300,237423,24.33,Chai,2002-05-11,Lead,2,8,May,2002,2002
20468,227549,16.26,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
20493,228462,15.29,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
20518,229319,14.92,Boonsri,2002-05-23,Lead,2,8,May,2002,2002
20543,234742,17.71,Kohsoom,2002-05-25,Lead,2,8,May,2002,2002
20569,235557,15.8,Chai,2002-05-25,Lead,2,8,May,2002,2002
20594,236509,19.84,Chai,2002-05-25,Lead,2,8,May,2002,2002
20619,237453,40.23,Chai,2002-05-25,Lead,2,8,May,2002,2002
20644,235586,2.86,Chai,2002-06-12,Lead,2,8,June,2002,2002
20669,236538,2.77,Chai,2002-06-12,Lead,2,9,June,2002,2002
20694,237482,2.19,Chai,2002-06-12,Lead,2,9,June,2002,2002
20721,227580,8.46,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
20746,228493,2.58,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
20773,229350,2.8,Boonsri,2002-06-13,Lead,2,9,June,2002,2002
20798,235615,4.28,Chai,2002-06-21,Lead,2,9,June,2002,2002
20822,236567,6.74,Chai,2002-06-21,Lead,2,9,June,2002,2002
20846,237511,1.36,Chai,2002-06-21,Lead,2,9,June,2002,2002
20870,238324,1.61,Somchair,2002-06-22,Lead,2,9,June,2002,2002
20895,239046,1.03,Busarakhan,2002-06-22,Lead,2,9,June,2002,2002
20920,242073,2.11,Kannika,2002-06-22,Lead,2,9,June,2002,2002
20945,242778,1.97,Kannika,2002-06-22,Lead,2,9,June,2002,2002
20970,243474,1.42,Kannika,2002-06-22,Lead,2,9,June,2002,2002
20995,244168,1.18,Sakda,2002-06-22,Lead,3,9,June,2002,2002
21020,244869,3.78,Sakda,2002-06-22,Lead,3,9,June,2002,2002
21045,245564,1.45,Sakda,2002-06-22,Lead,3,9,June,2002,2002
21123,234774,1.12,Kohsoom,2002-06-29,Lead,3,9,June,2002,2002
21502,227668,9.52,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
21528,228583,15.89,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
21554,229440,9.55,Boonsri,2002-08-08,Lead,3,9,August,2002,2002
21580,235686,8.46,Chai,2002-08-10,Lead,3,9,August,2002,2002
21604,236638,9.32,Chai,2002-08-10,Lead,3,9,August,2002,2002
21629,237582,14.21,Chai,2002-08-10,Lead,3,9,August,2002,2002
21654,235714,3.35,Chai,2002-08-21,Lead,3,9,August,2002,2002
21678,236667,7.05,Chai,2002-08-21,Lead,3,9,August,2002,2002
21702,237611,9.21,Chai,2002-08-21,Lead,3,9,August,2002,2002
21726,242124,4.1,Kannika,2002-08-21,Lead,3,9,August,2002,2002
21750,242829,6.7,Kannika,2002-08-21,Lead,3,9,August,2002,2002
21774,243525,9.21,Kannika,2002-08-21,Lead,3,9,August,2002,2002
21843,238375,7.62,Somchair,2002-08-22,Lead,3,9,August,2002,2002
21867,239097,8.67,Busarakhan,2002-08-22,Lead,3,9,August,2002,2002
21891,244216,5.5,Sakda,2002-08-23,Lead,3,9,August,2002,2002
21915,244917,4.91,Sakda,2002-08-23,Lead,3,9,August,2002,2002
21939,245612,5.8,Sakda,2002-08-23,Lead,3,9,August,2002,2002
21965,234827,7.05,Kohsoom,2002-08-24,Lead,3,9,August,2002,2002
21989,227717,13.46,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
22013,228632,9.12,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
22037,229489,11.46,Boonsri,2002-09-12,Lead,3,9,September,2002,2002
22061,238403,7.07,Somchair,2002-09-12,Lead,3,9,September,2002,2002
22086,239125,8.12,Busarakhan,2002-09-12,Lead,3,9,September,2002,2002
22109,235742,9.11,Chai,2002-09-13,Lead,3,9,September,2002,2002
22131,236695,9.36,Chai,2002-09-13,Lead,3,9,September,2002,2002
22153,237639,8.78,Chai,2002-09-13,Lead,3,9,September,2002,2002
22217,234855,8.68,Kohsoom,2002-09-21,Lead,3,9,September,2002,2002
22241,242150,7.42,Kannika,2002-09-21,Lead,3,9,September,2002,2002
